Position,Hip_Knee-Ankle_angle,Shoulder_hip_knee_angle,Knee_ankle_foot_angle,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v
Down,46.90454458641601,55.745278137681005,163.23773921550696,0.5254353284835815,0.8094624876976013,-1.9185361862182617,0.9952722191810608,0.6887754201889038,0.9163098931312561,-1.1357858180999756,0.9072021842002869,0.6205969452857971,1.501649260520935,-0.05869019031524658,0.0023607825860381126,0.5869024991989136,1.472463846206665,-0.029635462909936905,0.009430810809135437,0.5994883179664612,1.8005238771438599,0.586723804473877,0.0007619946263730526,0.5844183564186096,1.858522653579712,0.3629867434501648,0.0014138815458863974
Down,57.37195803973518,66.04551684157755,162.2033356558784,0.5266546010971069,0.8033262491226196,-1.8642088174819946,0.9954502582550049,0.6881632804870605,0.9132025241851807,-1.0991290807724,0.8969858884811401,0.6178675293922424,1.5039455890655518,-0.058838851749897,0.0023820798378437757,0.5793225169181824,1.4810223579406738,-0.12820842862129211,0.009575922042131424,0.5912631154060364,1.8433468341827393,0.38863351941108704,0.0007704821764491498,0.5743129849433899,1.9028147459030151,0.14225730299949646,0.0014757197350263596
Down,86.20477354571585,95.55667346709474,162.91557362157633,0.5266442894935608,0.8042293787002563,-1.9904378652572632,0.9955120086669922,0.6881411671638489,0.9143513441085815,-1.1684962511062622,0.8906598687171936,0.6178725957870483,1.4913796186447144,-0.057305820286273956,0.002350043971091509,0.5759811997413635,1.490365743637085,-0.09739122539758682,0.009373243898153305,0.591417670249939,1.8573219776153564,0.5031105279922485,0.0007524031098000705,0.5743774771690369,1.9223880767822266,0.25529944896698,0.001451424672268331
Up,151.4474465660143,160.37145252299962,166.28004587088023,0.5267122983932495,0.8007427453994751,-1.8602142333984375,0.9956781268119812,0.6885576844215393,0.913759708404541,-1.1279492378234863,0.89780193567276,0.6213630437850952,1.4961340427398682,-0.060788851231336594,0.002434683032333851,0.5844596028327942,1.5710978507995605,-0.12068168073892593,0.009869452565908432,0.6012178063392639,1.9807984828948975,0.5108944177627563,0.0007914298912510276,0.582187294960022,2.0753695964813232,0.2589150071144104,0.001486971857957542
Up,171.44360152872687,179.64178848217242,168.1193399927932,0.5257610082626343,0.8048508763313293,-1.9583772420883179,0.9951953291893005,0.686967134475708,0.9133474826812744,-1.2033321857452393,0.9051627516746521,0.6260877847671509,1.4830009937286377,-0.06427831947803497,0.0023657020647078753,0.5916486978530884,1.7872371673583984,-0.06881316006183624,0.00936819612979889,0.6062313914299011,2.185290813446045,0.6541277170181274,0.0007318006828427315,0.5834007859230042,2.3177061080932617,0.37292343378067017,0.0013335736002773046
Up,170.21031423640113,179.07759742963418,164.24392319951338,0.4986392855644226,0.7455553412437439,-1.7608165740966797,0.9925026297569275,0.6780890822410583,0.9101582169532776,-1.0454354286193848,0.9387386441230774,0.604762613773346,1.5207781791687012,-0.0745103508234024,0.0014977134997025132,0.5739847421646118,1.7463406324386597,-0.25163033604621887,0.006268135271966457,0.5912092924118042,2.234773874282837,0.3041450083255768,0.0004132793692406267,0.5655789971351624,2.3396241664886475,-0.08610036969184875,0.0006783433491364121
Down,11.404038894133642,17.349269742316846,168.88282127710016,0.4989977777004242,0.7632825374603271,-1.8584295511245728,0.9928334355354309,0.6780977845191956,0.9101865291595459,-1.0803841352462769,0.9213008880615234,0.602089524269104,1.5117840766906738,-0.06544466316699982,0.0016554815229028463,0.5779892802238464,1.377145528793335,-0.2106790542602539,0.007302075624465942,0.5720779895782471,1.646848440170288,0.42994028329849243,0.000494934618473053,0.5644651651382446,1.6815521717071533,0.19982311129570007,0.0009627094259485602
Up,161.16728899152457,169.33939095095516,163.28829202172145,0.499185174703598,0.8200352787971497,-1.8186962604522705,0.9930816888809204,0.6767227053642273,0.9216635823249817,-1.0766428709030151,0.9207161664962769,0.6038004755973816,1.5271028280258179,-0.06881377846002579,0.0017949483590200543,0.5809117555618286,1.5995707511901855,-0.08836276829242706,0.0077714924700558186,0.589368999004364,1.9710520505905151,0.487203449010849,0.000529415556229651,0.5695265531539917,2.0430526733398438,0.2319779396057129,0.0010197593364864588
Down,10.254974544328903,17.198398824785983,50.88736617878168,0.4864339828491211,0.9084347486495972,-1.3931139707565308,0.993245005607605,0.6693764925003052,0.957004189491272,-0.8470665216445923,0.8764841556549072,0.6106954216957092,1.66322922706604,-0.09624335169792175,0.0016647417796775699,0.5789804458618164,1.5195616483688354,-0.09704626351594925,0.008435237221419811,0.5866913199424744,1.720871090888977,0.39031273126602173,0.0005981321446597576,0.5674470663070679,1.7064120769500732,0.21977798640727997,0.0012342572445049882
Up,155.05618244406273,163.64833012314966,124.40606654184134,0.48749375343322754,0.9544221758842468,-1.5024563074111938,0.9938286542892456,0.665530800819397,1.1202576160430908,-0.8530314564704895,0.8432342410087585,0.6107799410820007,1.8258017301559448,-0.09721992909908295,0.001629165722988546,0.5639375448226929,1.9491866827011108,-0.016141235828399658,0.007998229935765266,0.5849490165710449,2.2384297847747803,0.5917919874191284,0.0005781693034805357,0.5530880093574524,2.2638285160064697,0.36912426352500916,0.0011841547675430775
Up,161.52813729364357,169.57123942889234,152.68614203080833,0.4943702816963196,0.9758960008621216,-1.4259583950042725,0.9941601753234863,0.6672731041908264,1.0564848184585571,-0.8296430706977844,0.8389541506767273,0.6220589876174927,1.8459879159927368,-0.09298517554998398,0.0015921209705993533,0.584510862827301,1.999941110610962,-0.05370703339576721,0.00781893078237772,0.6177948713302612,2.399200677871704,0.516679584980011,0.0005622930475510657,0.5797702670097351,2.49078106880188,0.23982179164886475,0.001148127717897296
Up,152.8087376220474,160.63513968035124,151.49822116319677,0.5028554201126099,0.9869919419288635,-1.520121693611145,0.9945341944694519,0.6722772121429443,1.0328190326690674,-0.8923280835151672,0.8357742428779602,0.6265970468521118,1.8379961252212524,-0.09166313707828522,0.0016478270990774035,0.5846654176712036,1.9386712312698364,-0.28393715620040894,0.008274718187749386,0.6171897649765015,2.3447444438934326,0.07866942882537842,0.0006279275985434651,0.5830458402633667,2.42171311378479,-0.18436971306800842,0.0012664329260587692
Up,166.3277144610801,174.04423260439634,150.5042775797346,0.5122313499450684,0.9797844886779785,-1.6775426864624023,0.9948577284812927,0.6732068061828613,1.1349183320999146,-1.0023621320724487,0.8350937962532043,0.625373125076294,1.8743959665298462,-0.09427850693464279,0.0016669145552441478,0.584601640701294,2.1140058040618896,-0.2825812101364136,0.007798352278769016,0.6154203414916992,2.553032159805298,0.1782858669757843,0.0005662910989485681,0.5732622146606445,2.6414968967437744,-0.1404329091310501,0.0011182503076270223
Up,170.14086166524285,176.71580629335887,155.33120886440162,0.5131795406341553,0.9796605706214905,-1.674361228942871,0.9950582385063171,0.6733641624450684,1.1020675897598267,-1.0004962682724,0.8300049304962158,0.6278406381607056,1.8392188549041748,-0.0931275337934494,0.0016874501015990973,0.5996836423873901,2.074718952178955,-0.31914591789245605,0.008017493411898613,0.6202642917633057,2.4621074199676514,0.059037189930677414,0.0005780827486887574,0.5798312425613403,2.5640854835510254,-0.222762793302536,0.0011561254505068064
Down,2.008613934999251,5.003028654500377,38.12122320010551,0.49977031350135803,0.9399241805076599,-1.5182076692581177,0.9961022138595581,0.6642076373100281,1.0264438390731812,-0.8759720921516418,0.8455125689506531,0.5894927978515625,1.8076906204223633,-0.08948523551225662,0.0019141003722324967,0.59180748462677,1.5193015336990356,-0.24748215079307556,0.012204944156110287,0.5830325484275818,1.7228505611419678,0.1443217694759369,0.0012126429937779903,0.5627261996269226,1.6945420503616333,-0.09707237035036087,0.002062672283500433
Down,3.9138302819957795,4.649437569209079,28.088254763010003,0.49590763449668884,0.9130638837814331,-1.598482370376587,0.995247483253479,0.6639465689659119,0.9961000084877014,-0.9324151277542114,0.8105523586273193,0.5878046154975891,1.727109432220459,-0.08164441585540771,0.0018756190547719598,0.5958946347236633,1.3698022365570068,-0.29858797788619995,0.015506674535572529,0.5755208730697632,1.5932022333145142,0.027494460344314575,0.0018541452009230852,0.5639522075653076,1.5657851696014404,-0.14671453833580017,0.002859253203496337
Down,4.098310671603225,3.189149976010236,8.717787965993711,0.4957160949707031,0.8847452998161316,-1.7449414730072021,0.9942396879196167,0.6641775369644165,0.9639114141464233,-0.964411735534668,0.7860449552536011,0.5858392119407654,1.677894115447998,-0.07302017509937286,0.001772369840182364,0.6035751700401306,1.3474515676498413,-0.275382936000824,0.016543352976441383,0.5768473148345947,1.5599004030227661,0.11379373073577881,0.002018237253651023,0.576101541519165,1.5322891473770142,-0.017859075218439102,0.003060959279537201
Down,6.460468437819418,4.886552257349309,10.632037431735847,0.4880058765411377,0.8456034064292908,-1.7564542293548584,0.9929999113082886,0.6681979298591614,0.9291142821311951,-1.028100848197937,0.7871400713920593,0.5850695371627808,1.5444669723510742,-0.06365729868412018,0.0017496573273092508,0.6011977791786194,1.2155243158340454,-0.1700197011232376,0.018630217760801315,0.5684089064598083,1.4164694547653198,0.31790363788604736,0.002383459359407425,0.576039731502533,1.3953889608383179,0.12590421736240387,0.0034207364078611135
Up,169.8785316436958,175.96777626379102,115.58684346524959,0.5305604338645935,0.7369623780250549,-1.1352760791778564,0.9997265338897705,0.6970458626747131,0.9734463095664978,-0.5297046303749084,0.98902827501297,0.6422938108444214,1.7849425077438354,-0.1119747906923294,0.0022753572557121515,0.6390559673309326,1.8082998991012573,-0.4889276921749115,0.00376485800370574,0.6544264554977417,2.2031376361846924,-0.11028321832418442,0.0004006967064924538,0.6235970258712769,2.2194032669067383,-0.4564562439918518,0.0005404673865996301
Up,165.2224403945456,159.67938655871743,145.6704022771356,0.5270547270774841,0.7422937154769897,-1.0422790050506592,0.9993524551391602,0.67002934217453,0.9779515862464905,-0.4865456521511078,0.9380289316177368,0.6107353568077087,1.8314573764801025,-0.09906379878520966,0.005341644864529371,0.6247054934501648,1.8790876865386963,-0.5599216222763062,0.0320308543741703,0.6381458044052124,2.369758129119873,-0.28292837738990784,0.0025129641871899366,0.6059571504592896,2.419780731201172,-0.6733318567276001,0.003920942544937134
Down,71.51758976477363,65.40413334148485,148.40162112282832,0.528553307056427,0.742823600769043,-1.0495257377624512,0.9993965029716492,0.6701656579971313,0.9790552854537964,-0.5117076635360718,0.9326732158660889,0.6111031770706177,1.8311574459075928,-0.09623541682958603,0.005373306572437286,0.6228898763656616,1.826719880104065,-0.5787164568901062,0.03411681577563286,0.6420977115631104,2.3387327194213867,-0.29487869143486023,0.0027890149503946304,0.6165361404418945,2.384004831314087,-0.6858088970184326,0.0045653292909264565
Down,2.1653876987145027,3.270221522049703,139.69510444304365,0.5276206135749817,0.7442325353622437,-0.8087508082389832,0.9994567036628723,0.6727717518806458,0.976548433303833,-0.47472256422042847,0.9257391095161438,0.6207997798919678,1.8390008211135864,-0.1453433781862259,0.005343083757907152,0.620825469493866,1.8307452201843262,-0.5772581100463867,0.03504900261759758,0.6392995119094849,2.363210678100586,-0.264595091342926,0.0033057143446058035,0.5972827076911926,2.41637921333313,-0.6184042692184448,0.005612500011920929
Up,168.26168716630656,174.6938516747263,133.0573343370974,0.5314536094665527,0.747194230556488,-0.9493647813796997,0.9995833039283752,0.6774498224258423,0.9749492406845093,-0.48474693298339844,0.9242559671401978,0.6285478472709656,1.809560775756836,-0.10722861438989639,0.008497058413922787,0.623076856136322,1.8454840183258057,-0.5593826770782471,0.05249541252851486,0.6498812437057495,2.3438119888305664,-0.276857852935791,0.005738001316785812,0.6128619313240051,2.3823294639587402,-0.6328334808349609,0.009148071520030499
Up,169.12470038492765,176.13837065059928,149.70897676564726,0.5358890295028687,0.739115834236145,-1.0453437566757202,0.9995811581611633,0.6833027601242065,0.9748444557189941,-0.4780957102775574,0.9327336549758911,0.6251720190048218,1.7999516725540161,-0.10015567392110825,0.008776784874498844,0.6093230247497559,1.9142924547195435,-0.5799574255943298,0.057384192943573,0.6379479765892029,2.46347713470459,-0.2508484125137329,0.006403828971087933,0.6015635132789612,2.5339486598968506,-0.6346259713172913,0.009905705228447914
Up,170.5913508426976,176.85688655953578,140.80383676992776,0.5354202389717102,0.7391576170921326,-1.0021618604660034,0.9995752573013306,0.6790074110031128,0.9749071598052979,-0.49185842275619507,0.926604688167572,0.6130483150482178,1.8008406162261963,-0.11548084020614624,0.008200391195714474,0.5868390202522278,1.9944579601287842,-0.5693908333778381,0.054148245602846146,0.6032230854034424,2.546630620956421,-0.24726012349128723,0.005977511405944824,0.556641161441803,2.60734486579895,-0.6407181024551392,0.009268180467188358
Up,160.9285234331046,169.770169634197,142.97307787728096,0.5350174903869629,0.7396631836891174,-0.9783538579940796,0.9995956420898438,0.6795555949211121,0.9750629663467407,-0.4856416583061218,0.9241380095481873,0.613264799118042,1.8005930185317993,-0.11273034662008286,0.007731563877314329,0.588670015335083,1.8935433626174927,-0.5709734559059143,0.052389729768037796,0.6295425295829773,2.443472146987915,-0.2600230872631073,0.005715787876397371,0.5894339680671692,2.505764961242676,-0.6475681066513062,0.008973217569291592
Up,151.76175634763536,159.8346408770031,149.06396099758481,0.5343505144119263,0.7376940250396729,-0.9643030166625977,0.999613881111145,0.6733685731887817,0.9766494035720825,-0.4686405062675476,0.919032871723175,0.6067219376564026,1.794919729232788,-0.10858257114887238,0.007460025604814291,0.5871248841285706,1.8372894525527954,-0.586779773235321,0.05324092134833336,0.6213167309761047,2.410013437271118,-0.3168199956417084,0.0059317308478057384,0.5835698246955872,2.48246431350708,-0.685036838054657,0.009654142893850803
Up,170.9843521798859,178.91673985660074,154.62116010186512,0.5346627235412598,0.7375893592834473,-1.0076731443405151,0.9996181726455688,0.6726505756378174,0.9762738347053528,-0.45696792006492615,0.9187098145484924,0.6024531722068787,1.786696195602417,-0.09329365193843842,0.007327646017074585,0.5942849516868591,1.8639734983444214,-0.5854060053825378,0.05580940842628479,0.6242993474006653,2.440168619155884,-0.3125455975532532,0.006156958639621735,0.5948295593261719,2.511678457260132,-0.6848532557487488,0.010010897181928158
Up,159.44372382336698,149.29741355380398,136.12094352929694,0.4983119070529938,0.30882564187049866,0.12970830500125885,0.8136515021324158,0.5525420904159546,0.30406633019447327,-0.006484567187726498,0.9978035092353821,0.5838044285774231,0.6296500563621521,-0.08260205388069153,0.7693188786506653,0.5230357050895691,0.7586855292320251,-0.02395886555314064,0.12542691826820374,0.5108892321586609,0.9076477289199829,-0.09944911301136017,0.018459387123584747,0.46761971712112427,0.9458746314048767,-0.0946473628282547,0.017222868278622627
Up,162.54983912993018,171.75564435856873,165.02816338098748,0.4750782549381256,0.31964194774627686,0.12970831990242004,0.8319419622421265,0.5509290099143982,0.338214248418808,-0.004449489992111921,0.9980139136314392,0.5792021155357361,0.6914689540863037,-0.06877060234546661,0.7921627163887024,0.5648216009140015,0.9157685041427612,-0.32870563864707947,0.1836698353290558,0.5138277411460876,1.0477949380874634,-0.13617166876792908,0.028823258355259895,0.4729265570640564,1.1039042472839355,-0.16402330994606018,0.026254791766405106
Up,159.24344868630394,177.2819821837234,174.7544229527541,0.4594523012638092,0.33068808913230896,0.13225099444389343,0.8485166430473328,0.5453698039054871,0.36409908533096313,0.013420345261693,0.9982024431228638,0.5705312490463257,0.7310606837272644,-0.05747552961111069,0.8127935528755188,0.5754833221435547,0.9665982723236084,-0.3588535785675049,0.23495835065841675,0.5173386335372925,1.130320429801941,-0.12920258939266205,0.0338548980653286,0.4824000298976898,1.2059425115585327,-0.1597321778535843,0.03128926083445549
Up,171.06600007528596,176.72098026628402,179.30973631679248,0.4385393559932709,0.34419316053390503,0.13335394859313965,0.8631361722946167,0.5247503519058228,0.35431969165802,-0.00940793938934803,0.9983726739883423,0.5562314987182617,0.7648991346359253,-0.0626305416226387,0.8313326239585876,0.5615527033805847,1.0406392812728882,-0.2861233651638031,0.258836567401886,0.5390201807022095,1.2045254707336426,0.020994920283555984,0.032905757427215576,0.5274289846420288,1.2970821857452393,0.011210114695131779,0.031026048585772514
Up,169.08023595999762,179.84226064874514,177.5615081658649,0.42221498489379883,0.35032281279563904,0.11526446044445038,0.8746947646141052,0.5013037919998169,0.36014696955680847,-0.07411660254001617,0.998515784740448,0.5373599529266357,0.7894391417503357,-0.07378461956977844,0.8478353023529053,0.5609471201896667,1.079857349395752,-0.24387331306934357,0.28287166357040405,0.5427716374397278,1.2451099157333374,0.0835118293762207,0.032266147434711456,0.5366300344467163,1.3366575241088867,0.07251854240894318,0.03054586425423622
Up,170.84174989636077,176.37718376392172,170.01531636560713,0.4037434458732605,0.35535377264022827,0.10549260675907135,0.8841372132301331,0.4880901277065277,0.3574889600276947,-0.10298285633325577,0.9986566305160522,0.5177802443504333,0.7904839515686035,-0.08432871103286743,0.8630439639091492,0.5593811273574829,1.1045507192611694,-0.0822666585445404,0.32101431488990784,0.5521913766860962,1.359896183013916,0.2752472162246704,0.029139745980501175,0.5316265821456909,1.4601019620895386,0.20473265647888184,0.027521084994077682
Up,171.672943201252,174.60742259181626,156.2581705631264,0.36120229959487915,0.34826502203941345,0.14948439598083496,0.9039220809936523,0.4373956322669983,0.3558272123336792,-0.09100283682346344,0.9988903403282166,0.45882734656333923,0.7908065915107727,-0.12503384053707123,0.8868589997291565,0.44498562812805176,1.098964810371399,-0.17312315106391907,0.38208696246147156,0.46917757391929626,1.3389967679977417,0.0956127718091011,0.035558488219976425,0.4430152475833893,1.419580101966858,-0.009792322292923927,0.03004247136414051
Up,170.17479749974214,173.10866351514915,161.36841488887023,0.3427656292915344,0.34604641795158386,0.14408378303050995,0.9118481874465942,0.4274771809577942,0.35341697931289673,-0.091855488717556,0.9989855885505676,0.4479747712612152,0.8003355264663696,-0.11410254240036011,0.8966957330703735,0.42454448342323303,1.1144894361495972,-0.2179429531097412,0.39376670122146606,0.44527071714401245,1.327407956123352,0.06642352789640427,0.0369819812476635,0.42563551664352417,1.4119741916656494,0.017455000430345535,0.030823731794953346
Up,168.09501553396697,172.18874562764907,165.9099711301224,0.6753248572349548,0.04155324772000313,-0.1844954490661621,0.9978076219558716,0.7005746364593506,0.2635578513145447,0.17814064025878906,0.9994401335716248,0.727302074432373,0.8030787706375122,0.07523603737354279,0.9899013042449951,0.7799771428108215,1.0832654237747192,0.08209576457738876,0.2270137220621109,0.7690737247467041,1.579917073249817,0.27820655703544617,0.010197333991527557,0.7962668538093567,1.6992958784103394,0.11528986692428589,0.006342239212244749
Up,165.76658350632906,166.89745777777912,178.1563885827976,0.7385185360908508,0.09952080249786377,-0.5849111676216125,0.9980029463768005,0.8230973482131958,0.3104528486728668,-0.022773388773202896,0.9990910887718201,0.821615993976593,0.7652865648269653,0.08098816871643066,0.9908373951911926,0.89287930727005,1.076041340827942,-0.031070848926901817,0.4535386264324188,0.8865764737129211,1.3500962257385254,0.44993695616722107,0.014826247468590736,0.8878768682479858,1.4917056560516357,0.30768099427223206,0.00542370555922389
Up,158.6385432921909,153.29594695598735,168.17572197366894,0.5766022205352783,0.13475458323955536,-0.6941604614257812,0.9987908005714417,0.6561628580093384,0.4237063229084015,-0.2887672483921051,0.9988811016082764,0.5053462386131287,0.9448300004005432,0.05346832424402237,0.800023078918457,0.5790405869483948,1.3400135040283203,0.16858825087547302,0.19720469415187836,0.5017939805984497,1.7450237274169922,0.5695983171463013,0.033515360206365585,0.5052250623703003,1.93659245967865,0.44636011123657227,0.02048027142882347
Up,167.29179247933195,159.5269446702232,178.07335560334002,0.5763880610466003,0.13338391482830048,-0.4545648694038391,0.9988725781440735,0.6528202891349792,0.42194634675979614,-0.03867536783218384,0.9989690780639648,0.5064424872398376,0.9779493808746338,0.05590463802218437,0.8181945085525513,0.5523706078529358,1.4361804723739624,0.12801288068294525,0.20348653197288513,0.49975794553756714,1.8656295537948608,0.4108601212501526,0.03295215591788292,0.48312944173812866,2.053504705429077,0.2362329661846161,0.02101646363735199
Up,168.72918589231696,161.33836604095606,174.5333847844197,0.5763106942176819,0.1357976347208023,-0.4628578722476959,0.9988706707954407,0.6527812480926514,0.4201206564903259,-0.03433641046285629,0.99903804063797,0.5071258544921875,0.9826602339744568,0.06200522929430008,0.8333390355110168,0.5410085320472717,1.450182557106018,0.1375236213207245,0.2155875712633133,0.48719000816345215,1.8806906938552856,0.4754512906074524,0.03440586477518082,0.4819183945655823,2.0626957416534424,0.31152570247650146,0.023241722956299782
Up,153.8953147900865,145.83640465467047,160.33543450072747,0.5694245100021362,0.14853054285049438,-0.5763809680938721,0.9989486932754517,0.6500781178474426,0.39725735783576965,-0.09114398062229156,0.9991082549095154,0.49991703033447266,0.9438460469245911,0.07797392457723618,0.8438634872436523,0.578949511051178,1.1759753227233887,0.049576930701732635,0.2565813958644867,0.5196939706802368,1.6383678913116455,0.25082117319107056,0.07375641167163849,0.5650365948677063,1.8452534675598145,0.16107988357543945,0.04634420946240425
Down,120.4228247365647,117.58922278195936,155.26871628542975,0.5694555044174194,0.14678128063678741,-0.5056639313697815,0.9989588260650635,0.6489149332046509,0.40323108434677124,0.030379394069314003,0.999070942401886,0.4956510663032532,0.9445614218711853,0.11027468740940094,0.8430442810058594,0.6802617907524109,1.119122862815857,-0.06571698933839798,0.3013283312320709,0.5595573782920837,1.6430141925811768,0.14753252267837524,0.10527986288070679,0.6089233756065369,1.8802098035812378,0.059830181300640106,0.06443120539188385
Up,170.68501914822897,159.0368666653057,150.27691789632016,0.5715290307998657,0.14657972753047943,-0.5617623329162598,0.9990518689155579,0.6617759466171265,0.37684598565101624,-0.0649256780743599,0.9991485476493835,0.4972147047519684,0.946126401424408,0.10212661325931549,0.8511161804199219,0.5411499738693237,1.4649717807769775,0.08313553035259247,0.2884991765022278,0.5030557513237,1.951743721961975,0.3004383444786072,0.09676599502563477,0.5797607898712158,2.114394187927246,0.19077637791633606,0.06189317628741264
Down,47.61846257283013,55.29576140876435,161.3943600724498,0.5975321531295776,0.10586279630661011,-0.8789321780204773,0.9983444809913635,0.6922866106033325,0.39453819394111633,-0.3882508873939514,0.9984219074249268,0.5689705610275269,1.0049822330474854,0.034403927624225616,0.7227708101272583,0.7307792901992798,0.9353513121604919,-0.3353518545627594,0.19616000354290009,0.5706217288970947,1.3979123830795288,-0.08558628708124161,0.08791205286979675,0.5690118670463562,1.585267424583435,-0.23037007451057434,0.06545209884643555
